Sample #	EMG_A01	EMG_A04 
5303	0.045013	0.028534
5304	0.04364	0.032501
5305	0.037079	0.015259
5306	0.022278	0.029907
5307	-0.01236	0.012512
5308	0.028381	-0.010376
5309	0.018005	0.056458
5310	0.042572	0.04364
5311	0.017853	0.054474
5312	0.024261	0.008392
5313	0.011444	0.063477
5314	-0.009155	-0.021973
5315	0.046234	-0.00412
5316	0.025024	-0.063019
5317	0.048828	-0.065002
5318	0.034332	-0.047455
5319	0.010681	-0.028839
5320	0.0383	0.01709
5321	-0.007019	0.10376
5322	0.038452	0.157013
5323	0.01358	0.101776
5324	0.024261	0.08606
5325	0.006714	0.070343
5326	0.013885	0.033722
5327	0.006866	0.054932
5328	0.040436	0.068817
5329	0.003204	0.054474
5330	0.015106	-0.018311
5331	0.025482	0.042419
5332	0.018921	0.04303
5333	0.057678	0.03006
5334	0.011902	0.034637
5335	0.018158	0.06012
5336	0.004578	0.014801
5337	0.039368	0.025177
5338	0.030975	0.061646
5339	0.013123	0.015259
5340	0.019836	0.05127
5341	0.044556	0.00824
5342	0.05661	0.04425
5343	0.008087	0.015564
5344	0.059052	-0.004883
5345	0.006866	0.002747
5346	0.04303	0.007172
5347	0.025177	0.030365
5348	0.052948	0.019684
5349	0.032349	0.022583
5350	0.003967	-0.005035
5351	0.042419	-0.024872
5352	-0.010223	0.001526
5353	0.046692	0.017548
5354	0.038452	0.063324
5355	0.036469	0.045013
5356	0.008392	0.099487
5357	0.009155	0.001831
5358	0.053253	-0.010681
5359	-0.02121	0.003967
5360	0.035095	0.011902
5361	-0.001678	-0.042267
5362	0.074615	0.032043
5363	-0.047455	-0.011597
5364	0.00824	-0.019989
5365	0.000916	0.011139
5366	-0.005188	-0.049744
5367	0.011902	0.021057
5368	0.03479	0.018768
5369	0.054779	0.017853
5370	-0.004272	0.018158
5371	-0.006104	0.001984
5372	0.018005	-0.000305
5373	0.004272	0.047302
5374	0.014343	0.074005
5375	0.020447	-0.012512
5376	0.024261	0.000305
5377	0.016785	0.023651
5378	0.034027	0.042419
5379	0.015564	-0.00351
5380	0.025177	0.019684
5381	0.027161	0.059357
5382	0.003052	-0.012054
5383	0.021057	0.040436
5384	0.025635	-0.010681
5385	0.028992	-0.008545
5386	0.015717	0.032043
5387	0.039063	-0.010986
5388	0.009308	0.014648
5389	0.018768	0.018921
5390	0.053864	0.044556
5391	0.032959	-0.02655
5392	0.037231	0.046844
5393	0.020599	0.033112
5394	0.038605	-0.011749
5395	0.004883	0.049438
5396	0.041809	0.012512
5397	0.029907	0.04715
5398	0.016022	0.003815
5399	0.038605	0.005341
5400	0.007477	-0.046692
5401	0.054474	-0.019989
5402	-0.008698	0.016022
5403	-0.001526	0.022736
5404	0.003967	-0.005035
5405	0.033112	-0.015564
5406	0.023499	0.054169
5407	0.028687	0.014648
5408	0.023956	0.062866
5409	0.032501	0.010223
5410	0.022736	0.12207
5411	0.022736	0.029602
5412	0.055542	0.056763
5413	0.023956	0.017853
5414	0.029602	0.031891
5415	-0.010834	0.054169
5416	0.0383	0.030518
5417	0.019226	-0.026245
5418	0.035248	0.023956
5419	0.037384	0.014954
5420	0.018616	-0.015717
5421	0.031433	-0.012665
5422	0.027008	0.029144
5423	0.037231	0.027313
5424	0.02121	0.019226
5425	0.039368	-0.031586
5426	0.053406	0.025787
5427	0.016022	-0.009003
5428	0.038757	0.037079
5429	0.006561	0.001831
5430	0.043335	0.00351
5431	-0.028992	0.025177
5432	0.061798	0.034637
5433	0.043182	0.06424
5434	0.021667	-0.015564
5435	0.052032	0.030518
5436	0.020752	0.032501
5437	0.041504	-0.006256
5438	-0.016174	-0.056152
5439	0.055237	-0.011902
5440	0.015259	0.018158
5441	0.059662	0.027618
5442	0.039673	0.039978
5443	-0.018463	-0.011597
5444	0.032654	0.024872
5445	0.034943	0.053558
5446	0.032043	0.083618
5447	0.015106	0.075378
5448	0.055695	0.019226
5449	0.024567	0.028992
5450	0.020294	-0.003662
5451	0.017395	0.016327
5452	0.00946	0.016785
5453	0.048523	0.059967
5454	0.004272	0.016174
5455	0.039673	0.033112
5456	0.014648	0.030518
5457	0.019684	-0.001068
5458	-0.001221	0.05127
5459	0.020905	0.019379
5460	0.028076	0.064697
5461	0.00473	0.110321
5462	0.041199	-0.014343
5463	-0.016479	0.103302
5464	0.024567	-0.013428
5465	0.013275	0.077362
5466	0.020752	0.003815
5467	0.031586	0.033264
5468	0.002747	0.053253
5469	0.026245	0.064697
5470	-0.030212	0.05188
5471	-0.001831	0.037689
5472	0.050201	0.052185
5473	0.014801	0.023499
5474	0.025635	0.014496
5475	0.018616	-0.052032
5476	0.037994	-0.012207
5477	0.003357	-0.049133
5478	0.007019	-0.051727
5479	0.010376	0.031128
5480	0.00885	0.049896
5481	0.042725	0.111237
5482	-0.012512	0.070953
5483	0.035706	0.042267
5484	0.002136	0.058136
5485	0.034485	0.016174
5486	0.010376	0.047455
5487	0.022583	0.02594
5488	0.02182	0.006409
5489	-0.018005	0.02121
5490	0.061951	0.057678
5491	0.011597	0.01297
5492	0.063782	0.013885
5493	0.023041	0.07019
5494	0.023193	-0.036011
5495	0.050049	0.019684
5496	0.021973	0.000458
5497	0.031433	0.057678
5498	0.005493	0.037537
5499	0.041351	0.016022
5500	-0.00412	0.02594
5501	0.039673	-0.015564
5502	0.028534	0.05722
5503	0.018768	0.001831
5504	0.035248	0.07309
5505	-0.000916	0.101013
5506	0.027313	0.040741
5507	0.022736	0.041504
5508	0.041962	-0.013885
5509	0.007172	-0.012665
5510	0.04776	-0.025024
5511	0.029297	0.092926
5512	0.000458	0.069427
5513	0.003357	0.061951
5514	0.008545	0.031891
5515	0.025177	-0.001373
5516	-0.00412	-0.014954
5517	0.015869	0.007172
5518	0.00824	0.015259
5519	0.016479	-0.011139
5520	0.019379	0.011597
5521	0.002136	0.019989
5522	0.02655	0.029602
5523	0.006256	0.006409
5524	0.007172	0.040588
5525	-0.007935	0.087738
5526	0.02121	0.064392
5527	0.028534	0.091095
5528	0.034485	0.026398
5529	0.037384	0.024109
5530	0.017548	0.040588
5531	0.017395	0.006104
5532	0.024872	0.000153
5533	0.037689	0.014954
5534	0.010376	0.039978
5535	0.010834	0.010834
5536	0.049896	0.036621
5537	-0.003662	0.020599
5538	0.035248	-0.019836
5539	0.003815	0.057831
5540	0.028992	0.031281
5541	0.015259	-0.00061
5542	0.014954	-0.033875
5543	0.052185	0.039063
5544	0.003967	0.050964
5545	0.029297	0.037994
5546	0.00412	0.000458
5547	0.027771	0.009918
5548	0.012817	0.036163
5549	0.037689	0.010376
5550	0.027466	0.00824
5551	0.029144	-0.014648
5552	0.029144	-0.019226
5553	-0.006866	0.021973
5554	0.024109	0.023651
5555	0.015869	0.113068
5556	0.046082	-0.018616
5557	0.010376	0.030518
5558	0.015106	-0.001221
5559	0.042572	0.040283
5560	0.030212	0.032501
5561	0.021362	0.025482
5562	0.012207	0.033417
5563	0.037079	0.050507
5564	0.010376	0.021667
5565	0.002289	-0.015106
5566	0.033875	0.037537
5567	-0.012054	0.028534
5568	0.08316	0.052948
5569	-0.026855	0.08316
5570	0.034027	-0.002289
5571	-0.023956	0.106964
5572	0.021973	0.024719
5573	0.040131	0.072937
5574	0.008545	0.009613
5575	0.034943	0.067596
5576	-0.001068	0.054474
5577	0.022736	0.033264
5578	-0.009308	0.04364
5579	0.024567	0.034485
5580	0.022125	0.051727
5581	0.01358	0.02182
5582	0.045319	0.080261
5583	-0.007477	0.020294
5584	0.044708	0.04715
5585	-0.002136	0.007324
5586	0.032043	0.040588
5587	0.007477	0.02594
5588	0.024261	0.017395
5589	0.055847	0.048523
5590	0.032806	-0.009613
5591	0.028076	0.028381
5592	0.02655	0.046082
5593	0.04425	0.016174
5594	0.001526	0.054016
5595	0.036926	-0.000153
5596	0.039368	0.034637
5597	0.042877	-0.00885
5598	0.029297	0.045624
5599	0.021667	0.016174
5600	0.050049	-0.012512
5601	0.018616	-0.007019
5602	0.023193	0.006104
5603	0.039673	0.048523
5604	0.058441	-0.018768
5605	0.04776	0.042419
5606	0.013885	0.033875
5607	0.039978	0.028534
5608	0.025635	0.025024
5609	0.032654	0.03479
5610	0.023651	0.041199
5611	0.05249	-0.002747
5612	0.010529	0.063324
5613	0.030975	0.034943
5614	0.034943	0.037537
5615	-0.006256	0.016479
5616	0.063019	0.031738
5617	0.017548	0.016785
5618	0.031738	0.027161
5619	0.022583	0.005951
5620	0.00351	-0.017395
5621	0.019226	-0.006256
5622	-0.010681	0.024719
5623	0.030518	0.079193
5624	0.011444	0.074158
5625	0.02655	0.073547
5626	0.021973	0.074921
5627	0.015564	0.021973
5628	0.010071	0.029144
5629	0.021515	0.014038
5630	0.015564	0.058441
5631	-0.006561	0.045624
5632	0.0177	0.075073
5633	0.001831	0.059662
5634	0.037231	0.137329
5635	0.005798	0.122681
5636	0.030823	0.088806
5637	0.015411	0.061035
5638	0.043488	0.029449
5639	0.013885	0.045624
5640	0.009003	-0.018005
5641	0.044708	0.005493
5642	0.014343	-0.037842
5643	0.052948	-0.063629
5644	0.019684	-0.053558
5645	0.048065	-0.046082
5646	0.043488	0.013733
5647	0.052795	-0.040588
5648	0.044403	0.016937
5649	0.004578	-0.06897
5650	0.030823	-0.090637
5651	0.02243	-0.170593
5652	0.005341	-0.051117
5653	-0.023193	0.00824
5654	0.033722	0.059967
5655	0.007782	0.079651
5656	0.04303	0.016327
5657	0.028992	0.055389
5658	0.023651	0.029449
5659	0.023499	0.041809
5660	0.03006	0.028839
5661	0.030518	0.059967
5662	0.00824	0.040894
5663	0.010529	0.052185
5664	-0.003967	0.040588
5665	0.017395	0.021057
5666	-0.003967	0.059052
5667	0.027466	0.011444
5668	0.017853	0.059814
5669	0.022736	0.057678
5670	0.037384	0.053101
5671	-0.00412	0.057678
5672	0.044708	0.000763
5673	0.014038	0.023499
5674	0.051575	0.023499
5675	0.003967	0.017853
5676	0.031586	0.024872
5677	0.032501	-0.005951
5678	0.017395	0.003052
5679	0.041199	0.007935
5680	0.027008	0.046082
5681	0.051117	0.015259
5682	0.035095	0.024261
5683	0.058136	0.023956
5684	0.024872	0.023499
5685	0.053558	0.000458
5686	0.032959	0.044708
5687	-0.010529	0.010986
5688	0.037079	0.008698
5689	-0.030365	0.068512
5690	0.067444	0.055847
5691	0.027924	0.06546
5692	0.062561	0.062561
5693	0.007782	0.046997
5694	0.018921	0.0383
5695	0.042114	0.07019
5696	0.00412	0.00946
5697	0.019073	0.043182
5698	-0.027161	0.013123
5699	0.026855	0.031433
5700	-0.001221	0.012817
5701	0.035553	-0.013885
5702	-0.024414	0.048218
5703	-0.006561	0.00351
5704	-0.002289	0.009918
5705	0.026703	0.006104
5706	0.024414	0.041504
5707	0.003357	0.012207
5708	0.049133	0.028839
5709	0.002136	0.002136
5710	0.005798	-0.019836
5711	0.009613	-0.013123
5712	0.030975	-0.002289
5713	0.032349	0.025177
5714	-0.000153	0.022583
5715	0.051117	0.029297
5716	0.021057	0.027771
5717	0.043945	-0.001831
5718	0.003204	0.010529
5719	0.031891	0.025482
5720	0.083466	0.081329
5721	0.029907	-0.000153
5722	0.053101	0.066528
5723	0.009308	0.033569
5724	0.054321	0.037537
5725	0.005341	0.040436
5726	0.022278	0.022278
5727	0.022125	-0.035858
5728	0.04715	-0.004578
5729	0.046844	0.021057
5730	0.035095	-0.003052
5731	0.052032	0.054779
5732	0.007477	0.039063
5733	0.046234	0.030518
5734	0.031738	0.011749
5735	0.055237	0.02594
5736	0.03006	0.063324
5737	0.016174	0.006409
5738	-0.003815	0.075684
5739	0.015106	0.007477
5740	0.000458	-0.021362
5741	0.029602	0.024719
5742	0.056763	0.049744
5743	-0.009308	0.045929
5744	0.042419	0.002594
5745	0.014954	0.03891
5746	0.024719	0.018158
5747	0.01709	0.045319
5748	-0.003662	0.022278
5749	0.040283	0.076904
5750	0.037537	0.041046
5751	0.037994	0.016632
5752	-0.006561	0.025177
5753	0.014496	0.030975
5754	-0.028534	-0.006561
5755	0.039978	0.027771
5756	0.037842	0.080872
5757	0.01358	0.009308
5758	0.036774	0.026855
5759	0.012817	-0.010986
5760	0.019379	-0.002441
5761	-0.015717	0.057983
5762	0.043182	0.06897
5763	0.048523	0.059204
5764	0.038757	-0.014648
5765	0.036316	-0.005035
5766	-0.000305	0.027618
5767	0.048981	0.029755
5768	0.008392	0.009766
5769	0.009003	-0.014954
5770	0.052338	0.039978
5771	0.022125	-0.025024
5772	0.049438	0.035553
5773	0.006866	0.00885
5774	0.03006	0.015259
5775	-0.007019	-0.006104
5776	0.057068	0.017395
5777	0.02533	0.023956
5778	0.037994	-0.003052
5779	0.025787	0.047607
5780	-0.013123	-0.009613
5781	0.014496	0.0354
5782	0.005188	0.030975
5783	0.058746	0.02121
5784	0.016479	0.030518
5785	0.042114	-0.003052
5786	-0.012817	0.035248
5787	0.019073	-0.013733
5788	0.028839	0.040588
5789	0.008698	0.031281
5790	0.049591	0.019989
5791	0.022583	0.027008
5792	0.022125	0.019836
5793	0.057983	0.045776
5794	0.00885	0.027008
5795	0.049286	0.022583
5796	-0.000763	-0.036926
5797	0.02182	-0.016174
5798	-0.023499	-0.009613
5799	0.024109	0.042267
5800	0.013123	0.096436
5801	-0.001068	0.041809
5802	0.047455	0.069885
5803	0.02243	0.029602
5804	0.037079	0.016327
5805	-0.012665	0.037689
5806	0.040741	0.085907
5807	-0.003357	0.05249
5808	0.02243	0.031586
5809	0.016022	0.040588
5810	0.00412	0.039368
5811	0.010529	0.037842
5812	-0.011444	0.019226
5813	0.035248	0.02121
5814	0.024261	-0.001984
5815	0.046387	0.008545
5816	0.022736	0.049591
5817	0.006866	0.003815
5818	0.045929	0.035553
5819	0.056	-0.00946
5820	0.025177	-0.008087
5821	0.032349	0.009766
5822	0.028839	0.050964
5823	0.01358	0.036469
5824	0.041199	0.028229
5825	0.032043	0.027924
5826	0.036163	-0.001831
5827	-0.004272	0.047302
5828	0.017853	-0.006866
5829	0.018616	0.028076
5830	0.032043	-0.002747
5831	0.062714	0.015106
5832	0.024719	-0.002441
5833	-0.005646	0.049591
5834	0.012817	0.076599
5835	0.024414	0.042419
5836	0.005188	0.003052
5837	0.019379	0.017853
5838	0.006409	0.010834
5839	-0.000153	0.021362
5840	0.04303	0.0383
5841	0.018158	0.084076
5842	0.039978	0.066223
5843	0.019226	0.031128
5844	0.043182	0.010681
5845	0.028992	0.032654
5846	0.043182	0.032501
5847	0.007782	0.153046
5848	0.032043	0.079956
5849	0.064697	0.09964
5850	0.027313	0.040436
5851	0.047913	0.018921
5852	0.037231	-0.018921
5853	0.032043	-0.050507
5854	0.010071	-0.030212
5855	0.04364	-0.018921
5856	0.057526	-0.035553
5857	0.027466	-0.062103
5858	0.019989	-0.046539
5859	0.028992	-0.101471
5860	0.04837	-0.061646
5861	-0.009308	-0.027466
5862	0.048676	-0.041656
5863	0.018616	0.01236
5864	0.021667	-0.006409
5865	0.036163	0.014343
5866	0.020142	0.022125
5867	0.030823	0.039215
5868	0.00473	-0.000458
5869	0.007019	0.007629
5870	0.025024	0.043945
5871	0.046692	0.0383
5872	0.009155	0.039673
5873	0.039825	-0.028687
5874	-0.003052	0.101624
5875	0.022278	0.014038
5876	0.018921	0.050354
5877	-0.001373	0.041199
5878	0.058594	0.019836
5879	0.023804	0.019684
5880	-0.012512	0.022125
5881	0.005798	0.054321
5882	0.017395	0.003052
5883	0.046234	0.041351
5884	0.016937	0.018768
5885	0.031738	0.038147
5886	-0.007324	0.031891
5887	0.017548	0.045471
5888	-0.009918	0.027466
5889	0.048981	-0.009308
5890	0.043945	0.058289
5891	0.034027	0.000305
5892	0.029907	0.032349
5893	0.028534	0.004272
5894	0.046387	0.036163
5895	0.016327	0.04303
5896	0.037537	0.032959
5897	-0.00885	0.037231
5898	0.039978	0.031433
5899	-0.017395	0.0737
5900	0.066833	0.041046
5901	0.044403	0.064087
5902	0.058136	-0.010071
5903	0.027008	0.040588
5904	0.004883	0.008392
5905	0.020142	0.019073
5906	0.011902	0.044098
5907	0.03006	0.03006
5908	0.010223	0.062714
5909	0.024719	0.058136
5910	-0.001831	0.027771
5911	0.027924	-0.012817
5912	0.004272	-0.012207
5913	0.00351	-0.00351
5914	0.044861	0.041809
5915	-0.021362	0.076599
5916	0.037842	0.044098
5917	0.005646	0.082855
5918	-0.002594	0.044861
5919	0.017395	0.079193
5920	0.045929	0.061035
5921	0.032959	0.069885
5922	0.014954	0.033722
5923	0.034485	0.020294
5924	0.024414	0.011749
5925	0.01297	0.033417
5926	0.004578	-0.029602
5927	0.031433	0.026398
5928	0.021973	0.017395
5929	0.024109	0.014648
5930	0.019073	0.059357
5931	0.044708	0.01297
5932	0.037994	-0.009766
5933	0.003204	-0.010986
5934	0.028992	0.001221
5935	-0.000305	0.070648
5936	0.026093	-0.02121
5937	0.020752	0.038147
5938	0.028229	0.010986
5939	0.048676	0.046997
5940	0.022736	-0.007629
5941	0.049133	0.012512
5942	0.024109	0.004425
5943	0.053101	-0.045471
5944	0.022583	0.034637
5945	0.040894	0.010986
5946	0.02655	-0.001526
5947	0.016632	-0.022125
5948	0.050507	-0.028534
5949	-0.029602	-0.055847
5950	0.056763	-0.029144
5951	0.022125	0.066223
5952	0.037231	0.04837
5953	0.006409	0.203857
5954	0.014038	0.126495
5955	0.007629	0.093842
5956	0.019836	0.081635
5957	0.032349	0.042725
5958	-0.000458	0.056458
5959	0.028381	0.007935
5960	-0.017395	0.033722
5961	0.021362	-0.03479
5962	0.014648	0.032959
5963	0.010376	0.007935
5964	0.021667	0.014954
5965	0.027008	-0.004425
5966	0.019073	0.000458
5967	0.002899	-0.00351
5968	0.031891	-0.002899
5969	0.014496	0.049286
5970	0.037384	0.020142
5971	0.042267	0.044556
5972	0.05249	0.036011
5973	0.073547	0.054932
5974	0.004425	0.091705
5975	0.057678	0.098267
5976	0.013428	0.176392
5977	-0.014954	0.159302
5978	0.028076	0.120087
5979	0.030212	0.120087
5980	0.037384	0.147858
5981	0.020599	0.13916
5982	0.056458	0.107117
5983	0.02182	-0.037689
5984	0.027161	-0.104675
5985	0.043488	-0.071106
5986	0.043335	-0.146332
5987	0.010529	-0.101471
5988	0.030975	-0.141754
5989	0.028229	-0.116272
5990	0.010834	-0.146179
5991	0.028839	-0.058594
5992	0.007782	-0.073395
5993	0.052032	-0.077057
5994	0.019684	-0.046082
5995	0.010223	-0.066223
5996	0.023956	-0.039368
5997	0.001831	-0.001678
5998	0.023651	0.027771
5999	0.01709	0.019226
6000	0.034332	0.042572
6001	0.00473	-0.01297
6002	0.018158	-0.003357
6003	-0.029297	0.016632
6004	0.02594	0.013275
6005	0.025024	0.12207
6006	-0.001678	0.156097
6007	0.000916	0.19165
6008	0.027771	0.193939
6009	0.047455	0.144501
6010	0.028229	0.109406
6011	0.021667	-0.016174
6012	0.030975	-0.027771
6013	0.041504	-0.027618
6014	0.037384	-0.011444
6015	0.039063	-0.110931
6016	0.057068	-0.100098
6017	0.005798	-0.192566
6018	0.037537	-0.185699
6019	0.014801	-0.09613
6020	0.007172	-0.032959
6021	0.047913	0.072632
6022	0.056458	0.024261
6023	0.045013	0.095367
6024	0.012207	0.062256
6025	0.040436	0.080872
6026	0.004578	0.044708
6027	0.032501	0.024414
6028	0.008392	0.062561
6029	0.048065	0.037537
6030	0.03006	0.029602
6031	0.038452	-0.145264
6032	0.050659	-0.209808
6033	0.038605	-0.198364
6034	0.046387	-0.249634
6035	-0.001221	-0.279694
6036	0.024261	-0.162201
6037	0.023346	-0.059967
6038	0.005798	0.057983
6039	0.017853	0.140076
6040	-0.019073	0.123596
6041	0.03067	0.202789
6042	0.017853	0.245514
6043	0.036011	0.275421
6044	-0.003815	0.171661
6045	0.031128	0.169525
6046	-0.028687	0.1651
6047	-0.010529	0.154266
6048	0.035095	0.208893
6049	-0.004883	0.144501
6050	0.04776	0.173798
6051	0.027161	0.118713
6052	0.039063	0.093689
6053	0.002747	0.068054
6054	0.017395	0.055389
6055	0.041809	0.070953
6056	-0.005646	0.029602
6057	0.022736	0.045319
6058	0.025635	0.107117
6059	0.028076	0.087433
6060	0.041809	0.155029
6061	0.025635	0.133667
6062	0.046692	0.049438
6063	0.055695	-0.05188
6064	0.049591	-0.025024
6065	-0.005035	0.043182
6066	0.000458	-0.011292
6067	0.031128	0.047607
6068	0.02533	-0.035706
6069	0.022736	-0.113525
6070	0.026398	-0.109558
6071	0.023499	-0.132446
6072	-0.016022	-0.052185
6073	0.047607	0.06012
6074	0.040894	0.098419
6075	0.011292	0.037231
6076	0.033264	0.030518
6077	0.01358	-0.019073
6078	0.019073	0.000305
6079	0.006866	0.000305
6080	0.061951	-0.014343
6081	0.039215	0.001068
6082	0.05722	0.004578
6083	0.008087	0.050049
6084	0.050812	0.078125
6085	0.069733	0.091705
6086	0.023499	0.11322
6087	0.041351	0.104675
6088	0.016479	0.147095
6089	0.038452	0.023499
6090	0.031433	0.006866
6091	0.009766	0.051727
6092	0.030975	0.045471
6093	0.008392	0.031128
6094	0.018921	-0.01297
6095	-0.015411	-0.025177
6096	0.032043	-0.066223
6097	0.002136	-0.051575
6098	0.019836	-0.081329
6099	0.0354	-0.059662
6100	0.031433	-0.113068
6101	0.045319	-0.015717
6102	0.017548	-0.037079
6103	0.065613	0.041504
6104	0.02121	0.110016
6105	0.011444	0.110474
6106	0.032806	0.083923
6107	0.011444	0.008392
6108	0.012207	0.05722
6109	0.021057	0.091705
6110	0.054016	0.038757
6111	0.002899	0.066071
6112	0.023651	-0.029755
6113	0.029297	0.003967
6114	0.039673	0.015259
6115	0.033875	0.005646
6116	-0.007019	0.011749
6117	0.022583	-0.05249
6118	0.018616	-0.014038
6119	0.053253	-0.086823
6120	0.05127	-0.059662
6121	0.00473	-0.032043
6122	0.025177	-0.033569
6123	-0.027008	-0.01297
6124	0.022125	-0.002441
6125	0.007477	0.022736
6126	0.02594	-0.011292
6127	0.022125	-0.015411
6128	0.009003	-0.010681
6129	0.038605	-0.003662
6130	0.011444	-0.123596
6131	0.027008	-0.130005
6132	0.009613	-0.049133
6133	0.042572	-0.046692
6134	-0.00061	0.049591
6135	0.04837	0.150909
6136	0.045776	0.300293
6137	0.026703	0.287781
6138	0.045471	0.318604
6139	0.031586	0.241241
6140	0.0354	0.160675
6141	0.038605	0.187073
6142	0.051575	0.117035
6143	0.03067	0.082092
6144	0.007324	0.006256
6145	0.019836	0.02655
6146	0.026703	-0.067749
6147	0.023193	-0.070496
6148	0.010681	-0.11261
6149	0.041351	-0.21698
6150	0.016937	-0.107422
6151	0.054321	-0.039368
6152	0.012512	0.00351
6153	0.01236	0.126038
6154	0.024872	0.080109
6155	-0.017548	0.03952
6156	0.04715	0.04364
6157	0.039215	0.067902
6158	0.028687	0.046539
6159	0.011597	0.059052
6160	0.045166	-0.019073
6161	0.019531	0.018005
6162	0.00885	-0.051422
6163	0.006409	-0.040131
6164	-0.009308	-0.139313
6165	0.007324	-0.047607
6166	0.019379	0.027771
6167	0.084686	0.091248
6168	0.023956	0.141754
6169	0.009613	0.076752
6170	0.030212	0.085754
6171	0.012665	0.015717
6172	0.023041	0.061951
6173	0.003052	0.028534
6174	0.026245	0.069733
6175	-0.020142	0.114441
6176	-0.016937	0.085754
6177	-0.032349	-0.010223
6178	0.025482	0.030975
6179	-0.020142	0.013885
6180	0.000458	0.011444
6181	0.009308	0.01709
6182	0.015564	0.005646
6183	0.023193	-0.0177
6184	-0.021057	-0.106659
6185	0.050964	-0.021362
6186	0.067444	0.002594
6187	0.095825	0.04364
6188	0.080719	0.14328
6189	0.089722	0.110321
6190	0.045624	0.058289
6191	0.072174	0.004272
6192	0.066071	0.032349
6193	0.042114	-0.027771
6194	0.087433	0.02655
6195	0.027313	-0.011292
6196	0.061188	0.037384
6197	0.011902	0.048676
6198	0.044556	0.037079
6199	-0.008545	0.077972
6200	0.023956	0.115356
6201	-0.019836	0.149536
6202	0.037994	0.15564
6203	0.029297	0.136414
6204	-0.009003	-0.044098
6205	0.036011	0.032501
6206	0.002747	0.044861
6207	0.024109	0.097809
6208	-0.007019	0.003052
6209	0.015411	-0.10376
6210	0.007019	-0.105286
6211	0.02594	-0.118408
6212	0.027771	-0.028534
6213	0.005188	-0.087433
6214	0.021667	-0.191956
6215	-0.005341	-0.263824
6216	0.010071	-0.32135
6217	0.019989	-0.310516
6218	0.026703	-0.195923
6219	0.009308	0.067596
6220	0.015564	0.096741
6221	-0.013733	0.210876
6222	-0.00412	0.370636
6223	0.018768	0.310211
6224	-0.020599	0.203705
6225	0.016937	0.195923
6226	0.00412	0.12558
6227	0.01709	0.119934
6228	-0.01709	0.132599
6229	0.008392	0.075531
6230	-0.012054	0.077057
6231	-0.029297	0.066681
6232	0.011597	0.090942
6233	0.006256	0.084229
6234	0.032806	0.027771
6235	0.006256	0.01358
6236	0.03418	0.076447
6237	0.002594	0.133972
6238	0.046844	0.074921
6239	0.032806	0.077362
6240	0.038147	0.059967
6241	0.049286	0.042114
6242	0.080109	0.011597
6243	0.079803	-0.03418
6244	0.09201	-0.10788
6245	0.137634	-0.12619
6246	0.116577	-0.074768
6247	0.103607	-0.162964
6248	0.12619	0.008392
6249	0.07843	0.013733
6250	0.099182	0.042419
6251	0.032501	0.02121
6252	0.08606	0.019989
6253	0.006104	-0.009766
6254	-0.043488	-0.203094
6255	-0.048523	-0.289307
6256	-0.070496	-0.403137
6257	-0.049744	-0.362701
6258	-0.040131	-0.335236
6259	-0.042114	-0.193481
6260	-0.076599	-0.028534
6261	-0.012054	0.148926
6262	-0.019379	0.546417
6263	-0.005798	0.596466
6264	-0.040131	0.378113
6265	-0.032501	0.22934
6266	-0.001984	0.174866
6267	-0.004272	0.108185
6268	0.023193	0.070801
6269	-0.014496	0.141296
6270	0.035248	0.151672
6271	0.015411	0.250244
6272	-0.002441	0.230255
6273	0.003052	0.124664
6274	0.021057	-0.031433
6275	0.032654	-0.028534
6276	-0.004578	-0.055389
6277	0.012817	-0.020447
6278	-0.005493	-0.024719
6279	-0.015411	-0.026093
6280	-0.030212	0.001678
6281	-0.036316	0.028687
6282	-0.007324	0.039215
6283	-0.028687	0.051422
6284	0.043488	-0.018768
6285	0.048218	-0.023956
6286	0.062103	-0.031891
6287	0.023804	-0.000153
6288	0.084839	-0.03067
6289	0.060577	0.07843
6290	0.052338	0.019989
6291	0.104218	0.085907
6292	0.082703	0.013123
6293	0.091553	0.026855
6294	0.050049	0.039825
6295	0.062714	0.01709
6296	0.057526	-0.058289
6297	0.014496	-0.170135
6298	0.018158	-0.137482
6299	0.041504	-0.126953
6300	0.041809	-0.022278
6301	-0.000153	-0.033417
6302	0.036011	0.061035
6303	0.032043	0.111237
6304	0.063019	0.09903
6305	0.00473	0.131073
6306	0.00946	0.077057
6307	0.027924	0.157318
6308	-0.024567	0.114288
6309	0.006104	0.009155
6310	0.009003	-0.171967
6311	0.039368	-0.235443
6312	0.01709	0.03067
6313	0.055389	0.171204
6314	-0.002747	0.239716
6315	0.009766	0.20462
6316	0.003662	0.204163
6317	0.01236	0.145569
6318	0.037842	0.121155
6319	-0.006561	0.068359
6320	0.031128	-0.079498
6321	0.003967	-0.087891
6322	0.033112	-0.05661
6323	0.013733	-0.048523
6324	0.054169	0.00946
6325	0.061951	0.027771
6326	0.048065	0.00946
6327	0.071259	0.00473
6328	-0.001373	0.040131
6329	0.020752	0.001984
6330	0.009766	0.052643
6331	0.017853	0.033417
6332	0.026703	0.270233
6333	-0.030823	0.198364
6334	-0.011444	0.186768
6335	-0.061646	0.133057
6336	-0.031891	-0.09201
6337	-0.00946	-0.127563
6338	-0.019989	-0.082397
6339	0.035248	-0.114288
6340	0.023651	-0.17395
6341	0.037994	-0.147705
6342	0.033875	-0.082397
6343	0.04776	-0.105591
